$,int,Skip,int,Skip,int,Skip,Skip,int,String,int,Array,int,int,int,int,int,int,int,int,Array,Array,Array,Array,Array,Array,int
,15121507,千本樱·景严,151215071,技能,151215072,千本樱·景严技能,,15121507,,,,,1,,2,1,2,8,5,,,"[1080,1120,1160,1200,1280,1360,1440,1520,1600,1680,1760,1840,1920,2000,2080,2200,2320,2440,2560,2680,2800,2920,3080,3240,3400,3560,3760,3960,4200,4440,4720,5000,5320,5640,6000,6400,6800,7240,7720,8240,8800,9400,10040,10720,11480,12280,13120,14040,15000,16040,17160,18360,19640,21000,22440,24000,25640,27400,29280,31280,33400,35680,38080,40640,43360,46280,49360,52640,56160,59880,63840,68040,72520,77280,82320,87680,93360,99400,105800,112600]",,"[115,119,124,128,137,145,154,162,171,179,188,196,205,213,222,235,247,260,273,286,299,311,329,346,363,380,401,422,448,474,503,533,567,602,640,683,725,772,823,879,939,1003,1071,1143,1225,1310,1399,1498,1600,1711,1830,1958,2095,2240,2394,2560,2735,2923,3123,3337,3563,3806,4062,4335,4625,4937,5265,5615,5990,6387,6810,7258,7735,8243,8781,9353,9958,10603,11285,12011]","[267,267,267,267,533,533,533,533,533,533,533,533,533,533,533,800,800,800,800,800,800,800,1067,1067,1067,1067,1333,1333,1600,1600,1867,1867,2133,2133,2400,2667,2667,2933,3200,3467,3733,4000,4267,4533,5067,5333,5600,6133,6400,6933,7467,8000,8533,9067,9600,10400,10933,11733,12533,13333,14133,15200,16000,17067,18133,19467,20533,21867,23467,24800,26400,28000,29867,31733,33600,35733,37867,40267,42667,45333]",0
,15121508,千本樱·景严,151215081,技能,151215082,千本樱·景严技能,,15121508,,,,,1,,2,1,2,8,5,,,"[1080,1120,1160,1200,1280,1360,1440,1520,1600,1680,1760,1840,1920,2000,2080,2200,2320,2440,2560,2680,2800,2920,3080,3240,3400,3560,3760,3960,4200,4440,4720,5000,5320,5640,6000,6400,6800,7240,7720,8240,8800,9400,10040,10720,11480,12280,13120,14040,15000,16040,17160,18360,19640,21000,22440,24000,25640,27400,29280,31280,33400,35680,38080,40640,43360,46280,49360,52640,56160,59880,63840,68040,72520,77280,82320,87680,93360,99400,105800,112600]",,"[115,119,124,128,137,145,154,162,171,179,188,196,205,213,222,235,247,260,273,286,299,311,329,346,363,380,401,422,448,474,503,533,567,602,640,683,725,772,823,879,939,1003,1071,1143,1225,1310,1399,1498,1600,1711,1830,1958,2095,2240,2394,2560,2735,2923,3123,3337,3563,3806,4062,4335,4625,4937,5265,5615,5990,6387,6810,7258,7735,8243,8781,9353,9958,10603,11285,12011]","[267,267,267,267,533,533,533,533,533,533,533,533,533,533,533,800,800,800,800,800,800,800,1067,1067,1067,1067,1333,1333,1600,1600,1867,1867,2133,2133,2400,2667,2667,2933,3200,3467,3733,4000,4267,4533,5067,5333,5600,6133,6400,6933,7467,8000,8533,9067,9600,10400,10933,11733,12533,13333,14133,15200,16000,17067,18133,19467,20533,21867,23467,24800,26400,28000,29867,31733,33600,35733,37867,40267,42667,45333]",0
,15121601,金色疋杀地蔵,151216011,金色疋杀地蔵普攻1,151216012,金色疋杀地蔵普攻,,15121601,,,,,1,"[[15121601,15121602,15121603,15121604,15121605]]",1,1,2,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121602,金色疋杀地蔵,151216021,金色疋杀地蔵普攻2,151216022,金色疋杀地蔵普攻,,15121602,,,,,0,,1,1,2,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121603,金色疋杀地蔵,151216031,金色疋杀地蔵普攻3,151216032,金色疋杀地蔵普攻,,15121603,,,,,0,,1,1,2,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121604,金色疋杀地蔵,151216041,金色疋杀地蔵普攻4,151216042,金色疋杀地蔵普攻,,15121604,,,,,0,,1,1,2,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121605,金色疋杀地蔵,151216051,金色疋杀地蔵普攻5,151216052,金色疋杀地蔵普攻,,15121605,,,,,0,,1,1,2,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121606,金色疋杀地蔵,151216061,技能,151216062,金色疋杀地蔵技能,,15121606,,,,,1,,2,1,2,8,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15121607,金色疋杀地蔵,151216071,技能,151216072,金色疋杀地蔵技能,,15121607,,,,,1,,2,1,2,8,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15121608,金色疋杀地蔵,151216081,技能,151216082,金色疋杀地蔵技能,,15121608,,,,,1,,2,1,2,8,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15121701,神杀枪,151217011,神杀枪普攻1,151217012,神杀枪普攻,,15121701,,,,,1,"[[15121701,15121702,15121703,15121704,15121705]]",1,1,1,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121702,神杀枪,151217021,神杀枪普攻2,151217022,神杀枪普攻,,15121702,,,,,0,,1,1,1,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121703,神杀枪,151217031,神杀枪普攻3,151217032,神杀枪普攻,,15121703,,,,,0,,1,1,1,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121704,神杀枪,151217041,神杀枪普攻4,151217042,神杀枪普攻,,15121704,,,,,0,,1,1,1,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121705,神杀枪,151217051,神杀枪普攻5,151217052,神杀枪普攻,,15121705,,,,,0,,1,1,1,0,5,,,"[472,490,508,525,560,595,630,665,700,735,770,805,840,875,910,962,1015,1068,1120,1172,1225,1278,1348,1418,1488,1558,1645,1732,1838,1942,2065,2188,2328,2468,2625,2800,2975,3168,3378,3605,3850,4112,4392,4690,5022,5372,5740,6142,6562,7018,7508,8032,8592,9188,9818,10500,11218,11988,12810,13685,14612,15610,16660,17780,18970,20248,21595,23030,24570,26198,27930,29768,31728,33810,36015,38360,40845,43488,46288,49262]",,,,0
,15121706,神杀枪,151217061,技能,151217062,神杀枪技能,,15121706,,,,,1,,2,1,1,8,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15121707,神杀枪,151217071,技能,151217072,神杀枪技能,,15121707,,,,,1,,2,1,1,8,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15121708,神杀枪,151217081,技能,151217082,神杀枪技能,,15121708,,,,,1,,2,1,1,8,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15130101,风死,151301011,风死普攻1,151301012,风死普攻,,15130101,fs_att1,,,,1,"[[15130101,15130102,15130103]]",1,1,1,0,10,,,"[169,175,181,188,200,212,225,238,250,262,275,288,300,312,325,344,362,381,400,419,438,456,481,506,531,556,588,619,656,694,738,781,831,881,938,1000,1062,1131,1206,1288,1375,1469,1569,1675,1794,1919,2050,2194,2344,2506,2681,2869,3069,3281,3506,3750,4006,4281,4575,4888,5219,5575,5950,6350,6775,7231,7712,8225,8775,9356,9975,10631,11331,12075,12862,13700,14588,15531,16531,17594]",,,,0
,15130102,风死,151301021,风死普攻2,151301022,风死普攻,,15130102,fs_att2,,,,0,,1,1,1,0,10,,,"[169,175,181,188,200,212,225,238,250,262,275,288,300,312,325,344,362,381,400,419,438,456,481,506,531,556,588,619,656,694,738,781,831,881,938,1000,1062,1131,1206,1288,1375,1469,1569,1675,1794,1919,2050,2194,2344,2506,2681,2869,3069,3281,3506,3750,4006,4281,4575,4888,5219,5575,5950,6350,6775,7231,7712,8225,8775,9356,9975,10631,11331,12075,12862,13700,14588,15531,16531,17594]",,,,0
,15130103,风死,151301031,风死普攻3,151301032,风死普攻,,15130103,fs_att3,,,,0,,1,1,1,0,10,,,"[169,175,181,188,200,212,225,238,250,262,275,288,300,312,325,344,362,381,400,419,438,456,481,506,531,556,588,619,656,694,738,781,831,881,938,1000,1062,1131,1206,1288,1375,1469,1569,1675,1794,1919,2050,2194,2344,2506,2681,2869,3069,3281,3506,3750,4006,4281,4575,4888,5219,5575,5950,6350,6775,7231,7712,8225,8775,9356,9975,10631,11331,12075,12862,13700,14588,15531,16531,17594]",,,,0
,15130104,风死,151301041,风死普攻4,151301042,风死普攻,,15130104,fs_att4,,,,0,,1,1,1,0,6,,,"[281,292,302,312,333,354,375,396,417,438,458,479,500,521,542,573,604,635,667,698,729,760,802,844,885,927,979,1031,1094,1156,1229,1302,1385,1469,1562,1667,1771,1885,2010,2146,2292,2448,2615,2792,2990,3198,3417,3656,3906,4177,4469,4781,5115,5469,5844,6250,6677,7135,7625,8146,8698,9292,9917,10583,11292,12052,12854,13708,14625,15594,16625,17719,18885,20125,21438,22833,24312,25885,27552,29323]",,,,0
,15130105,风死,151301051,风死普攻5,151301052,风死普攻,,15130105,fs_att5,,,,0,,1,1,1,0,6,,,"[281,292,302,312,333,354,375,396,417,438,458,479,500,521,542,573,604,635,667,698,729,760,802,844,885,927,979,1031,1094,1156,1229,1302,1385,1469,1562,1667,1771,1885,2010,2146,2292,2448,2615,2792,2990,3198,3417,3656,3906,4177,4469,4781,5115,5469,5844,6250,6677,7135,7625,8146,8698,9292,9917,10583,11292,12052,12854,13708,14625,15594,16625,17719,18885,20125,21438,22833,24312,25885,27552,29323]",,,,0
,15130106,风死,151301061,风舞,151301062,向前方将一把刀以旋转方式甩出，造成伤害后，之后会瞬移过去重砍一刀。,,15130106,fs_fw_1,,[15601601],,3,,2,1,1,5,6,,,"[450,467,483,500,533,567,600,633,667,700,733,767,800,833,867,917,967,1017,1067,1117,1167,1217,1283,1350,1417,1483,1567,1650,1750,1850,1967,2083,2217,2350,2500,2667,2833,3017,3217,3433,3667,3917,4183,4467,4783,5117,5467,5850,6250,6683,7150,7650,8183,8750,9350,10000,10683,11417,12200,13033,13917,14867,15867,16933,18067,19283,20567,21933,23400,24950,26600,28350,30217,32200,34300,36533,38900,41417,44083,46917]",,"[58,60,62,64,68,73,77,81,85,90,94,98,102,107,111,117,124,130,137,143,149,156,164,173,181,190,201,211,224,237,252,267,284,301,320,341,363,386,412,439,469,501,535,572,612,655,700,749,800,855,915,979,1047,1120,1197,1280,1367,1461,1562,1668,1781,1903,2031,2167,2313,2468,2633,2807,2995,3194,3405,3629,3868,4122,4390,4676,4979,5301,5643,6005]","[133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,667,667,800,800,933,933,1067,1067,1200,1333,1333,1467,1600,1733,1867,2000,2133,2267,2533,2667,2800,3067,3200,3467,3733,4000,4267,4533,4800,5200,5467,5867,6267,6667,7067,7600,8000,8533,9067,9733,10267,10933,11733,12400,13200,14000,14933,15867,16800,17867,18933,20133,21333,22667]",0
,15130107,风死,151301071,风轮斩,151301072,单手向前伸，手中刀开始旋转，之后扔出另一只手中的刀，向前飞行对敌人造成伤害。,,15130107,fs_flz_1,,,,2,,2,1,1,8,15,,,"[202,210,218,225,240,255,270,285,300,315,330,345,360,375,390,412,435,458,480,502,525,548,578,608,638,668,705,742,788,832,885,938,998,1058,1125,1200,1275,1358,1448,1545,1650,1762,1882,2010,2152,2302,2460,2632,2812,3008,3218,3442,3682,3938,4208,4500,4808,5138,5490,5865,6262,6690,7140,7620,8130,8678,9255,9870,10530,11228,11970,12758,13598,14490,15435,16440,17505,18638,19838,21112]",,"[65,67,70,72,77,82,86,91,96,101,106,110,115,120,125,132,139,146,154,161,168,175,185,194,204,214,226,238,252,266,283,300,319,338,360,384,408,434,463,494,528,564,602,643,689,737,787,842,900,962,1030,1102,1178,1260,1346,1440,1538,1644,1757,1877,2004,2141,2285,2438,2602,2777,2962,3158,3370,3593,3830,4082,4351,4637,4939,5261,5602,5964,6348,6756]","[150,150,150,150,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,450,600,600,600,600,750,750,900,900,1050,1050,1200,1200,1350,1500,1500,1650,1800,1950,2100,2250,2400,2550,2850,3000,3150,3450,3600,3900,4200,4500,4800,5100,5400,5850,6150,6600,7050,7500,7950,8550,9000,9600,10200,10950,11550,12300,13200,13950,14850,15750,16800,17850,18900,20100,21300,22650,24000,25500]",0
,15130108,风死,151301081,风杀,151301082,向前飞出风死，然后返回，如此3次，最后双手飞出风死向前形成x型斩击。,,15130108,fs_fs_1,,,,3,,2,1,1,9,16,,,"[211,219,227,234,250,266,281,297,312,328,344,359,375,391,406,430,453,477,500,523,547,570,602,633,664,695,734,773,820,867,922,977,1039,1102,1172,1250,1328,1414,1508,1609,1719,1836,1961,2094,2242,2398,2562,2742,2930,3133,3352,3586,3836,4102,4383,4688,5008,5352,5719,6109,6523,6969,7438,7938,8469,9039,9641,10281,10969,11695,12469,13289,14164,15094,16078,17125,18234,19414,20664,21992]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",0
,15130109,风死,151301091,风舞-解放1,151301092,向前方将一把刀以旋转方式甩出，造成伤害后，之后会瞬移过去重砍一刀。,点击普攻控制飞出时机,15130106,fs_fw_2,,[15601602],,3,,2,1,1,5,8,,,"[380,394,408,422,450,478,506,534,562,591,619,647,675,703,731,773,816,858,900,942,984,1027,1083,1139,1195,1252,1322,1392,1477,1561,1659,1758,1870,1983,2109,2250,2391,2545,2714,2897,3094,3305,3530,3769,4036,4317,4612,4936,5273,5639,6033,6455,6905,7383,7889,8438,9014,9633,10294,10997,11742,12544,13388,14288,15244,16270,17353,18506,19744,21052,22444,23920,25495,27169,28941,30825,32822,34945,37195,39586]",,"[65,67,70,72,77,82,86,91,96,101,106,110,115,120,125,132,139,146,154,161,168,175,185,194,204,214,226,238,252,266,283,300,319,338,360,384,408,434,463,494,528,564,602,643,689,737,787,842,900,962,1030,1102,1178,1260,1346,1440,1538,1644,1757,1877,2004,2141,2285,2438,2602,2777,2962,3158,3370,3593,3830,4082,4351,4637,4939,5261,5602,5964,6348,6756]","[150,150,150,150,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,450,600,600,600,600,750,750,900,900,1050,1050,1200,1200,1350,1500,1500,1650,1800,1950,2100,2250,2400,2550,2850,3000,3150,3450,3600,3900,4200,4500,4800,5100,5400,5850,6150,6600,7050,7500,7950,8550,9000,9600,10200,10950,11550,12300,13200,13950,14850,15750,16800,17850,18900,20100,21300,22650,24000,25500]",0
,15130110,风死,151301101,风舞-解放2,151301102,向前方将一把刀以旋转方式甩出，造成伤害后，之后会瞬移过去重砍一刀。,点击普攻控制飞出时机+流血,15130106,fs_fw_2,15301805,[15601603],,3,,2,1,1,5,8,,,"[464,481,498,516,550,584,619,653,688,722,756,791,825,859,894,945,997,1048,1100,1152,1203,1255,1323,1392,1461,1530,1616,1702,1805,1908,2028,2148,2286,2423,2578,2750,2922,3111,3317,3541,3781,4039,4314,4606,4933,5277,5638,6033,6445,6892,7373,7889,8439,9023,9642,10312,11017,11773,12581,13441,14352,15331,16362,17462,18631,19886,21209,22619,24131,25730,27431,29236,31161,33206,35372,37675,40116,42711,45461,48383]",,"[79,82,85,88,94,100,106,111,117,123,129,135,141,147,153,161,170,179,188,197,205,214,226,238,249,261,276,290,308,326,346,367,390,414,440,469,499,531,566,604,645,689,736,786,842,901,962,1030,1100,1176,1258,1346,1440,1540,1646,1760,1880,2009,2147,2294,2449,2617,2793,2980,3180,3394,3620,3860,4118,4391,4682,4990,5318,5667,6037,6430,6846,7289,7759,8257]","[183,183,183,183,367,367,367,367,367,367,367,367,367,367,367,550,550,550,550,550,550,550,733,733,733,733,917,917,1100,1100,1283,1283,1467,1467,1650,1833,1833,2017,2200,2383,2567,2750,2933,3117,3483,3667,3850,4217,4400,4767,5133,5500,5867,6233,6600,7150,7517,8067,8617,9167,9717,10450,11000,11733,12467,13383,14117,15033,16133,17050,18150,19250,20533,21817,23100,24567,26033,27683,29333,31167]",0
