$,int,int,Skip,int,int,int,int,int,int,int,Array,int,int,Boolean,int,int,Array,Array,Array,int,Array,int,Array,Array,Array,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
,14101017,141010171,巨大的虚,14300004,14101017,11200612,31,33000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206017,17100102],[16236013,17100101]]",3,"[18400,25920]","[1,2]","[3000,6000]",3,48510,0,0,0,6930,6930,6930,6930,415800,0,34650,0,9009,9009,9009,9009,17
,14101018,141010181,破碎的结局,14300004,14101018,11200613,32,35000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206018,17100102],[16236034,17100101]]",3,"[18350,25897]","[1,2]","[3000,6000]",3,51240,0,0,0,7320,7320,7320,7320,439200,0,36600,0,9516,9516,9516,9516,17
,14101019,141010191,觉醒,14300005,14101019,11200618,33,35000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206019,17100102],[16236007,17100101]]",3,"[18350,25897]","[1,2]","[3000,6000]",3,51240,0,0,0,7320,7320,7320,7320,439200,0,36600,0,9516,9516,9516,9516,17
,14101020,141010201,浦原的特训,14300005,14101020,11200611,34,37000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206020,17100102],[16236064,17100101]]",3,"[18300,25874]","[1,2]","[3000,6000]",3,54040,0,0,0,7720,7720,7720,7720,463200,0,38600,0,10036,10036,10036,10036,17
,14101021,141010211,瞬盾六花,14300005,14101021,11200619,35,39000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206021,17100102],[16236005,17100101]]",3,"[18250,25850]","[1,2]","[3000,6000]",3,56910,0,0,0,8130,8130,8130,8130,487800,0,40650,0,10569,10569,10569,10569,18
,14101022,141010221,超越自我,14300005,14101022,11200609,36,41000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206022,17100102],[16236009,17100101]]",3,"[18200,25827]","[1,2]","[3000,6000]",3,60830,0,0,0,8690,8690,8690,8690,521400,0,43450,0,11297,11297,11297,11297,18
,14101023,141010231,无惧的刀锋,14300005,14101023,11200620,37,44000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206023,17100102],[16236070,17100101]]",3,"[18150,25804]","[1,2]","[3000,6000]",3,64960,0,0,0,9280,9280,9280,9280,556800,0,46400,0,12064,12064,12064,12064,18
,14101024,141010241,夜一的试炼1,14300006,14101024,11200602,38,47000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206024,17100102],[16236071,17100101]]",3,"[18100,25780]","[1,2]","[3000,6000]",3,69020,0,0,0,9860,9860,9860,9860,591600,0,49300,0,12818,12818,12818,12818,18
,14101025,141010251,夜一的试炼3,14300006,14101025,11200022,39,49000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206025,17100102],[16236061,17100101]]",3,"[18050,25757]","[1,2]","[3000,6000]",3,73430,0,0,0,10490,10490,10490,10490,629400,0,52450,0,13637,13637,13637,13637,19
,14101026,141010261,堕落为虚,14300006,14101026,11200616,40,52000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206026,17100102],[16236001,17100101]]",3,"[18000,25734]","[1,2]","[3000,6000]",3,77770,0,0,0,11110,11110,11110,11110,666600,0,55550,0,14443,14443,14443,14443,19
,14101027,141010271,一鼓作气,14300006,14101027,11200611,41,55000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206027,17100102],[16236064,17100101]]",3,"[17950,25710]","[1,2]","[3000,6000]",3,82390,0,0,0,11770,11770,11770,11770,706200,0,58850,0,15301,15301,15301,15301,19
,14101028,141010281,始解的力量,14300006,14101028,11200617,42,59000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206028,17100102],[16236001,17100101]]",3,"[17900,25687]","[1,2]","[3000,6000]",3,87220,0,0,0,12460,12460,12460,12460,747600,0,62300,0,16198,16198,16198,16198,19
,14101029,141010291,断界,14300007,14101029,11200022,43,62000,2,2,,10,10,TRUE,0,240,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206029,17100102],[16236009,17100101]]",3,"[17850,25664]","[1,2]","[3000,6000]",3,91840,0,0,0,13120,13120,13120,13120,787200,0,65600,0,17056,17056,17056,17056,20
,14101030,141010301,守护者,14300007,14101030,11200622,44,66000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206030,17100102],[16236077,17100101]]",3,"[17800,25640]","[1,2]","[3000,6000]",3,96670,0,0,0,13810,13810,13810,13810,828600,0,69050,0,17953,17953,17953,17953,20
,14101031,141010311,进入瀞灵廷1,14300007,14101031,11200113,45,69000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206031,17100102],[16236022,17100101]]",3,"[17750,25617]","[1,2]","[3000,6000]",3,101290,0,0,0,14470,14470,14470,14470,868200,0,72350,0,18811,18811,18811,18811,20
,14101032,141010321,神枪的狙击,14300007,14101032,11200623,46,74000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206032,17100102],[16236059,17100101]]",3,"[17700,25594]","[1,2]","[3000,6000]",3,108710,0,0,0,15530,15530,15530,15530,931800,0,77650,0,20189,20189,20189,20189,20
,14101033,141010331,最恨死神的男人,14300007,14101033,11200642,47,79000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206001,17100102],[16236074,17100101]]",3,"[17650,25570]","[1,2]","[3000,6000]",3,116200,0,0,0,16600,16600,16600,16600,996000,0,83000,0,21580,21580,21580,21580,21
,14101034,141010341,寻找志波空鹤2,14300008,14101034,11200643,48,85000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206002,17100102],[16236057,17100101]]",3,"[17600,25547]","[1,2]","[3000,6000]",3,123620,0,0,0,17660,17660,17660,17660,1059600,0,88300,0,22958,22958,22958,22958,21
,14101035,141010351,寻找志波空鹤3,14300008,14101035,11200643,49,92000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206003,17100102],[16236056,17100101]]",3,"[17550,25524]","[1,2]","[3000,6000]",3,134540,0,0,0,19220,19220,19220,19220,1153200,0,96100,0,24986,24986,24986,24986,21
,14101036,141010361,空鹤家,14300008,14101036,11200643,50,99000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206004,17100102],[16236028,17100101]]",3,"[17500,25500]","[1,2]","[3000,6000]",3,145460,0,0,0,20780,20780,20780,20780,1246800,0,103900,0,27014,27014,27014,27014,21
,14101037,141010371,麻烦的交易,14300008,14101037,11200642,51,109000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206005,17100102],[16236057,17100101]]",3,"[17450,25477]","[1,2]","[3000,6000]",3,166740,0,0,0,23820,23820,23820,23820,1429200,0,119100,0,30966,30966,30966,30966,21
,14101038,141010381,与矛共舞,14300009,14101038,11200624,52,119000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206006,17100102],[16236034,17100101]]",3,"[17400,25454]","[1,2]","[3000,6000]",3,188020,0,0,0,26860,26860,26860,26860,1611600,0,134300,0,34918,34918,34918,34918,22
,14101039,141010391,藤孔雀,14300009,14101039,11200625,53,139000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206007,17100102],[16236026,17100101]]",3,"[17350,25430]","[1,2]","[3000,6000]",3,209300,0,0,0,29900,29900,29900,29900,1794000,0,149500,0,38870,38870,38870,38870,22
,14101040,141010401,血染的决心,14300009,14101040,11200613,54,149000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206008,17100102],[16236027,17100101]]",3,"[17300,25407]","[1,2]","[3000,6000]",3,230510,0,0,0,32930,32930,32930,32930,1975800,0,164650,0,42809,42809,42809,42809,22
,14101041,141010411,前往忏罪宫3,14300009,14101041,11200623,55,159000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206009,17100102],[16236073,17100101]]",3,"[17250,25384]","[1,2]","[3000,6000]",3,253610,0,0,0,36230,36230,36230,36230,2173800,0,181150,0,47099,47099,47099,47099,22
,14101042,141010421,前往忏罪宫4,14300009,14101042,11200626,56,179000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206010,17100102],[16236072,17100101]]",3,"[17200,25360]","[1,2]","[3000,6000]",3,280140,0,0,0,40020,40020,40020,40020,2401200,0,200100,0,52026,52026,52026,52026,22
,14101043,141010431,继续前进2,14300010,14101043,11200627,57,189000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206011,17100102],[16236065,17100101]]",3,"[17150,25337]","[1,2]","[3000,6000]",3,308560,0,0,0,44080,44080,44080,44080,2644800,0,220400,0,57304,57304,57304,57304,23
,14101044,141010441,继续前进3,14300010,14101044,11200624,58,209000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206012,17100102],[16236064,17100101]]",3,"[17100,25314]","[1,2]","[3000,6000]",3,340550,0,0,0,48650,48650,48650,48650,2919000,0,243250,0,63245,63245,63245,63245,23
,14101045,141010451,强大的敌人,14300010,14101045,11200628,59,229000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206013,17100102],[16236067,17100101]]",3,"[17050,25290]","[1,2]","[3000,6000]",3,375200,0,0,0,53600,53600,53600,53600,3216000,0,268000,0,69680,69680,69680,69680,23
,14101046,141010461,努力训练3,14300010,14101046,11200629,60,249000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206014,17100102],[16236066,17100101]]",3,"[17000,25267]","[1,2]","[3000,6000]",3,412510,0,0,0,58930,58930,58930,58930,3535800,0,294650,0,76609,76609,76609,76609,23
,14101047,141010471,错过,14300011,14101047,11200628,61,279000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206015,17100102],[16236063,17100101]]",3,"[16950,25244]","[1,2]","[3000,6000]",3,453460,0,0,0,64780,64780,64780,64780,3886800,0,323900,0,84214,84214,84214,84214,23
,14101048,141010481,炙热的信赖,14300011,14101048,11200631,62,299000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206016,17100102],[16236059,17100101]]",3,"[16900,25220]","[1,2]","[3000,6000]",3,497070,0,0,0,71010,71010,71010,71010,4260600,0,355050,0,92313,92313,92313,92313,24
,14101049,141010491,不死之身,14300011,14101049,11200635,63,329000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206017,17100102],[16236061,17100101]]",3,"[16850,25197]","[1,2]","[3000,6000]",3,544320,0,0,0,77760,77760,77760,77760,4665600,0,388800,0,101088,101088,101088,101088,24
,14101050,141010501,转危为安,14300011,14101050,11200632,64,359000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206018,17100102],[16236009,17100101]]",3,"[16800,25174]","[1,2]","[3000,6000]",3,595210,0,0,0,85030,85030,85030,85030,5101800,0,425150,0,110539,110539,110539,110539,24
,14101051,141010511,技术狂人,14300012,14101051,11200630,65,389000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206019,17100102],[16236007,17100101]]",3,"[16750,25150]","[1,2]","[3000,6000]",3,650580,0,0,0,92940,92940,92940,92940,5576400,0,464700,0,120822,120822,120822,120822,24
,14101052,141010521,查看周边,14300012,14101052,11200629,66,419000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206020,17100102],[16236076,17100101]]",3,"[16700,25127]","[1,2]","[3000,6000]",3,709660,0,0,0,101380,101380,101380,101380,6082800,0,506900,0,131794,131794,131794,131794,24
,14101053,141010531,重逢2,14300012,14101053,11200626,67,459000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206021,17100102],[16236009,17100101]]",3,"[16650,25104]","[1,2]","[3000,6000]",3,773150,0,0,0,110450,110450,110450,110450,6627000,0,552250,0,143585,143585,143585,143585,25
,14101054,141010541,修炼卍解1,14300012,14101054,11200613,68,489000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206022,17100102],[16236075,17100101]]",3,"[16600,25080]","[1,2]","[3000,6000]",3,841050,0,0,0,120150,120150,120150,120150,7209000,0,600750,0,156195,156195,156195,156195,25
,14101055,141010551,修炼卍解2,14300012,14101055,11200635,69,529000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206023,17100102],[16236078,17100101]]",3,"[16550,25057]","[1,2]","[3000,6000]",3,913500,0,0,0,130500,130500,130500,130500,7830000,0,652500,0,169650,169650,169650,169650,25
,14101056,141010561,咆哮吧！日番谷,14300013,14101056,11200623,70,579000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206024,17100102],[16236069,17100101]]",3,"[16500,25034]","[1,2]","[3000,6000]",3,991410,0,0,0,141630,141630,141630,141630,8497800,0,708150,0,184119,184119,184119,184119,25
,14101057,141010571,永不放弃,14300013,14101057,11200633,71,619000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206025,17100102],[16236013,17100101]]",3,"[16450,25010]","[1,2]","[3000,6000]",3,1074570,0,0,0,153510,153510,153510,153510,9210600,0,767550,0,199563,199563,199563,199563,25
,14101058,141010581,是敌是友,14300013,14101058,11200631,72,669000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206026,17100102],[16236034,17100101]]",3,"[16400,24987]","[1,2]","[3000,6000]",3,1162210,0,0,0,166030,166030,166030,166030,9961800,0,830150,0,215839,215839,215839,215839,25
,14101059,141010591,正义的伙伴,14300013,14101059,11200639,73,729000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206027,17100102],[16236007,17100101]]",3,"[16350,24964]","[1,2]","[3000,6000]",3,1256150,0,0,0,179450,179450,179450,179450,10767000,0,897250,0,233285,233285,233285,233285,26
,14101060,141010601,实现的誓言,14300013,14101060,11200632,74,779000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206028,17100102],[16236064,17100101]]",3,"[16300,24940]","[1,2]","[3000,6000]",3,1356390,0,0,0,193770,193770,193770,193770,11626200,0,968850,0,251901,251901,251901,251901,26
,14101061,141010611,阻止追击者1,14300014,14101061,11200630,75,839000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206029,17100102],[16236005,17100101]]",3,"[16250,24917]","[1,2]","[3000,6000]",3,1462930,0,0,0,208990,208990,208990,208990,12539400,0,1044950,0,271687,271687,271687,271687,26
,14101062,141010621,千本樱　粉碎,14300014,14101062,11200636,76,899000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206030,17100102],[16236009,17100101]]",3,"[16200,24894]","[1,2]","[3000,6000]",3,1575770,0,0,0,225110,225110,225110,225110,13506600,0,1125550,0,292643,292643,292643,292643,26
,14101063,141010631,最强死神,14300014,14101063,11200638,77,969000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206031,17100102],[16236070,17100101]]",3,"[16150,24870]","[1,2]","[3000,6000]",3,1695680,0,0,0,242240,242240,242240,242240,14534400,0,1211200,0,314912,314912,314912,314912,26
,14101064,141010641,死而复生？,14300014,14101064,11200639,78,999000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206032,17100102],[16236071,17100101]]",3,"[16100,24847]","[1,2]","[3000,6000]",3,1822940,0,0,0,260420,260420,260420,260420,15625200,0,1302100,0,338546,338546,338546,338546,26
,14101065,141010651,立于苍天,14300014,14101065,11200641,79,1099000,2,2,,10,10,TRUE,0,180,"[0,100,250]","[0,0,0]","[2000,800,400]",,"[[16205005,17100100],[16206001,17100102],[16236061,17100101]]",3,"[16050,24824]","[1,2]","[3000,6000]",3,1958250,0,0,0,279750,279750,279750,279750,16785000,0,1398750,0,363675,363675,363675,363675,27
,14103001,141030011,竞技场,,14103001,,1,1000,5,5,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103002,141030021,灵魂热斗-场景1,,14103002,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103003,141030031,灵魂热斗-场景2,,14103003,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103004,141030041,灵魂热斗-场景3,,14103004,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103005,141030051,灵魂热斗-场景4,,14103005,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103006,141030061,灵魂热斗-场景5,,14103006,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103007,141030071,灵魂热斗-场景6,,14103007,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103008,141030081,灵魂热斗-场景7,,14103008,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103009,141030091,灵魂热斗-场景8,,14103009,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103010,141030101,灵魂热斗-场景9,,14103010,,1,1000,7,7,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103011,141030111,传令神机-难度1,,14103011,,12,4400,3,11,[11200314],0,0,FALSE,0,300,"[0,100,200]","[0,0,0]","[0,5000,0]",,[],4,"[19400,26387]","[2,3]","[2000,4000]",5,7600,0,0,0,1216,1216,1216,1216,45600,0,7600,0,1368,1368,1368,1368,5
,14103012,141030121,传令神机-难度2,,14103012,,40,27000,3,19,"[1,30]",0,0,FALSE,120,300,"[0,100,200]","[0,0,0]","[0,8000,0]",,[],4,"[18000,25734]","[1,2]","[3000,6000]",5,55550,0,0,0,8888,8888,8888,8888,333300,0,55550,0,9999,9999,9999,9999,9
,14103013,141030131,传令神机-难度3,,14103013,,65,209000,3,2,,0,0,FALSE,0,300,"[0,100,200]","[0,0,0]","[0,10000,0]",,[],4,"[16750,25150]","[1,2]","[3000,6000]",5,464700,0,0,0,74352,74352,74352,74352,2788200,0,464700,0,83646,83646,83646,83646,12
,14103014,141030141,传令神机-难度4,,14103014,,80,639000,3,2,,0,0,FALSE,0,300,"[0,100,200]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",5,1501250,0,0,0,240200,240200,240200,240200,9007500,0,1501250,0,270225,270225,270225,270225,13
,14103015,141030151,传令神机-难度5,,14103015,,80,639000,3,2,,0,0,FALSE,0,300,"[0,100,200]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",5,1501250,0,0,0,240200,240200,240200,240200,9007500,0,1501250,0,270225,270225,270225,270225,13
,14103016,141030161,传令神机-难度6,,14103016,,80,639000,3,2,,0,0,FALSE,0,300,"[0,100,200]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",5,1501250,0,0,0,240200,240200,240200,240200,9007500,0,1501250,0,270225,270225,270225,270225,13
,14103017,141030171,攻击魂屋-难度1,,14103017,,18,5700,8,8,,0,0,FALSE,90,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19100,26247]","[2,2]","[3000,6000]",0,17040,0,0,0,1278,1278,1278,1278,191700,0,10650,0,2130,2130,2130,2130,6
,14103018,141030181,攻击魂屋-难度2,,14103018,,45,34000,8,8,,0,0,FALSE,90,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17750,25617]","[1,2]","[3000,6000]",0,115760,0,0,0,8682,8682,8682,8682,1302300,0,72350,0,14470,14470,14470,14470,10
,14103019,141030191,攻击魂屋-难度3,,14103019,,70,289000,8,8,,0,0,FALSE,90,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16500,25034]","[1,2]","[3000,6000]",0,1133040,0,0,0,84978,84978,84978,84978,12746700,0,708150,0,141630,141630,141630,141630,13
,14103020,141030201,防御魂屋-难度1,,14103020,,18,5700,9,9,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,12780,0,0,0,1278,1704,1278,1704,19170,0,10650,0,2130,2130,2130,2130,6
,14103021,141030211,防御魂屋-难度2,,14103021,,45,34000,9,9,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,86820,0,0,0,8682,11576,8682,11576,130230,0,72350,0,14470,14470,14470,14470,10
,14103022,141030221,防御魂屋-难度3,,14103022,,70,289000,9,9,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,849780,0,0,0,84978,113304,84978,113304,1274670,0,708150,0,141630,141630,141630,141630,13
,14103023,141030231,增强魂屋-难度1,,14103023,,18,5700,10,10,,0,0,FALSE,90,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,6390,0,0,0,1278,1278,1278,1278,9585,0,10650,0,2130,2130,2130,2130,6
,14103024,141030241,增强魂屋-难度2,,14103024,,45,34000,10,10,,0,0,FALSE,90,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,43410,0,0,0,8682,8682,8682,8682,65115,0,72350,0,14470,14470,14470,14470,10
,14103025,141030251,增强魂屋-难度3,,14103025,,70,289000,10,10,,0,0,FALSE,90,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,424890,0,0,0,84978,84978,84978,84978,637335,0,708150,0,141630,141630,141630,141630,13
,14103026,141030261,手操PVP,,14103026,,1,1000,6,6,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[0,0]","[0,0]","[0,0]",0,0,0,0,0,0,0,0,0,0,0,3350,0,0,0,0,0,0
,14103027,141030271,世界Boss-牙密,,14103027,,30,14000,13,14,,0,0,FALSE,300,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[555,779]","[0,0]","[100000,200000]",0,55620,0,0,0,5562,5562,5562,5562,61800000,0,30900,0,6180,8034,6180,8034,300
,14103028,141030281,世界Boss-拳西,,14103028,,30,14000,14,15,,0,0,FALSE,1800,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[555,779]","[0,0]","[100000,200000]",0,55620,0,0,0,5562,5562,5562,5562,12360000,0,30900,0,6180,8034,6180,8034,130
,14103029,141030291,世界Boss-猪男,,14103029,,25,9000,15,16,,0,0,FALSE,60,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[5625,7825]","[0,1]","[10000,20000]",0,32490,0,0,0,3249,3249,3249,3249,180500000,0,18050,0,181,180500000,181,180500000,373
,14103030,141030301,演武场,,14103001,,1,700,17,20,,0,0,FALSE,180,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[59850,79930]","[5,8]","[0,0]",0,5025,0,0,0,469,469,469,469,6030,0,3350,0,670,670,670,670,1
,14103031,141030311,公会Boss,,14103031,,35,14000,18,21,,0,0,FALSE,900,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[555,779]","[0,0]","[100000,200000]",0,55620,0,0,0,5562,5562,5562,5562,12360000,0,30900,0,6180,8034,6180,8034,130
,14104001,141040011,力量与体力之路1层,,14104001,,20,7300,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19000,26200]","[2,2]","[3000,6000]",0,16450,0,0,0,1880,1880,1880,1880,112800,0,11750,0,2115,2115,2115,2115,7
,14104002,141040021,力量与体力之路2层,,14104001,,20,7300,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19000,26200]","[2,2]","[3000,6000]",0,16450,0,0,0,1880,1880,1880,1880,112800,0,11750,0,2115,2115,2115,2115,7
,14104003,141040031,力量与体力之路3层,,14104001,,20,7300,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19000,26200]","[2,2]","[3000,6000]",0,16450,0,0,0,1880,1880,1880,1880,112800,0,11750,0,2115,2115,2115,2115,7
